106,1323,955.92,1276.31,10.00,10.00
106,770,985.73,1283.05,10.00,10.00
107,1587,921.45,1271.18,10.00,10.00
107,1534,368.16,1148.96,10.00,10.00
107,1489,480.07,1093.90,10.00,10.00
107,1435,470.31,1121.17,10.00,10.00
107,1384,455.41,1148.90,10.00,10.00
107,1323,950.31,1277.87,10.00,10.00
107,770,979.95,1284.73,10.00,10.00
108,1587,916.37,1272.68,10.00,10.00
108,1534,363.87,1149.03,10.00,10.00
108,1489,475.68,1093.97,10.00,10.00
108,1435,465.08,1122.81,10.00,10.00
108,1323,944.69,1279.24,10.00,10.00
108,770,974.34,1286.35,10.00,10.00
109,1587,910.77,1273.88,10.00,10.00
109,1534,359.39,1148.20,10.00,10.00
109,1489,470.98,1094.94,10.00,10.00
109,1435,459.62,1124.75,10.00,10.00
109,1323,938.92,1280.64,10.00,10.00
109,770,968.99,1288.22,10.00,10.00
110,1587,905.31,1275.01,10.00,10.00
110,1489,465.95,1096.36,10.00,10.00
110,1435,454.31,1126.05,10.00,10.00
110,1323,933.19,1282.06,10.00,10.00
110,770,963.20,1289.80,10.00,10.00
111,1587,899.62,1276.06,10.00,10.00
111,1489,460.70,1098.25,10.00,10.00
111,1435,449.51,1126.07,10.00,10.00
111,1323,927.59,1283.46,10.00,10.00
111,770,956.89,1291.14,10.00,10.00
112,1587,894.18,1277.22,10.00,10.00
112,1489,455.91,1099.11,10.00,10.00
112,1435,445.08,1124.79,10.00,10.00
112,1323,921.85,1284.75,10.00,10.00
112,770,951.13,1292.65,10.00,10.00
113,1722,859.69,1270.21,10.00,10.00
113,1587,888.23,1278.34,10.00,10.00
113,1489,451.36,1098.81,10.00,10.00
113,1435,440.94,1122.98,10.00,10.00
113,1323,916.13,1285.98,10.00,10.00
113,770,945.60,1294.32,10.00,10.00
114,1743,346.99,1125.35,10.00,10.00
114,1741,824.36,1263.62,10.00,10.00
114,1722,854.80,1271.20,10.00,10.00
114,1587,882.52,1279.29,10.00,10.00
114,1489,447.17,1097.80,10.00,10.00
114,1435,436.88,1121.05,10.00,10.00
114,1323,910.34,1287.28,10.00,10.00
114,770,939.70,1295.69,10.00,10.00
115,1743,352.58,1125.26,10.00,10.00
115,1741,820.59,1264.63,10.00,10.00
115,1722,849.43,1271.95,10.00,10.00
115,1587,877.08,1280.36,10.00,10.00
115,1489,443.32,1096.01,10.00,10.00
115,1435,432.89,1118.80,10.00,10.00
115,1323,904.56,1288.32,10.00,10.00
115,770,933.93,1297.00,10.00,10.00
116,1743,358.79,1125.41,10.00,10.00
116,1741,816.04,1265.32,10.00,10.00
116,1722,843.88,1272.74,10.00,10.00
116,1587,871.32,1281.29,10.00,10.00
116,1489,439.57,1093.99,10.00,10.00
116,1435,428.84,1116.87,10.00,10.00
116,1323,898.78,1289.47,10.00,10.00
116,770,927.74,1298.37,10.00,10.00
