108,-1,222.889,1102.46,10,10,0.98
109,-1,224.562,1100.16,10,10,0.98
110,-1,227.892,1098.22,10,10,0.98
132,-1,269.147,1062.99,10,10,0.98
133,-1,268.177,1066.29,10,10,0.98
1,-1,903.794,1242.9,10,10,0.98
2,-1,906.938,1243.96,10,10,0.98
3,-1,906.903,1249.37,10,10,0.98
4,-1,904.877,1255.37,10,10,0.98
8,-1,916.76,1299.95,10,10,0.98
9,-1,916.954,1307.82,10,10,0.98
14,-1,936.783,1382.68,10,10,0.98
15,-1,941.146,1399.4,10,10,0.98
18,-1,951.343,1454.13,10,10,0.98
20,-1,961.846,1494.68,10,10,0.98
47,-1,510.25,1278.88,10,10,0.98
48,-1,509.12,1276.49,10,10,0.98
49,-1,510.516,1273.29,10,10,0.98
50,-1,513.245,1270.1,10,10,0.98
51,-1,516.178,1266.81,10,10,0.98
66,-1,546.779,1231.17,10,10,0.98
67,-1,552.734,1230.15,10,10,0.98
68,-1,550.714,1231.58,10,10,0.98
69,-1,547.125,1232.15,10,10,0.98
35,-1,1473.5,1002.47,10,10,0.98
36,-1,1466.98,1008.98,10,10,0.98
62,-1,1376.43,1138.98,10,10,0.98
64,-1,1368.39,1148.06,10,10,0.98
66,-1,1359.95,1157.12,10,10,0.98
68,-1,1351.4,1166.11,10,10,0.98
70,-1,1342.68,1174.82,10,10,0.98
71,-1,1338.29,1179.26,10,10,0.98
73,-1,1329.0,1187.83,10,10,0.98
74,-1,1323.96,1192.24,10,10,0.98
75,-1,1318.81,1196.52,10,10,0.98
77,-1,1308.81,1204.58,10,10,0.98
80,-1,1294.89,1216.57,10,10,0.98
81,-1,1289.85,1220.74,10,10,0.98
82,-1,1285.06,1224.67,10,10,0.98
83,-1,1279.62,1228.65,10,10,0.98
84,-1,1274.44,1232.57,10,10,0.98
122,-1,1045.43,1347.23,10,10,0.98
126,-1,993.922,1345.84,10,10,0.98
127,-1,978.552,1344.22,10,10,0.98
128,-1,962.559,1342.12,10,10,0.98
129,-1,950.585,1341.46,10,10,0.98
130,-1,941.449,1341.99,10,10,0.98
131,-1,934.838,1343.27,10,10,0.98
132,-1,928.279,1344.65,10,10,0.98
133,-1,921.71,1345.65,10,10,0.98
134,-1,914.738,1346.75,10,10,0.98
135,-1,906.818,1347.55,10,10,0.98
136,-1,899.924,1348.64,10,10,0.98
137,-1,893.271,1349.5,10,10,0.98
138,-1,885.239,1349.87,10,10,0.98
139,-1,878.0,1350.6,10,10,0.98
140,-1,871.275,1351.51,10,10,0.98
141,-1,862.615,1351.62,10,10,0.98
142,-1,852.823,1352.03,10,10,0.98
149,-1,771.954,1388.75,10,10,0.98
150,-1,759.485,1398.65,10,10,0.98
151,-1,747.109,1409.58,10,10,0.98
152,-1,745.75,1421.41,10,10,0.98
153,-1,746.072,1433.91,10,10,0.98
154,-1,746.217,1445.77,10,10,0.98
155,-1,738.833,1445.58,10,10,0.98
128,-1,150.73,1016.89,10,10,0.98
129,-1,149.811,1013.12,10,10,0.98
130,-1,150.096,1010.28,10,10,0.98
131,-1,151.135,1007.79,10,10,0.98
132,-1,154.912,1006.46,10,10,0.98
133,-1,157.414,1004.77,10,10,0.98
150,-1,207.415,987.569,10,10,0.98
151,-1,205.571,984.143,10,10,0.98
152,-1,203.424,980.482,10,10,0.98
153,-1,201.711,976.678,10,10,0.98
154,-1,199.832,973.095,10,10,0.98
155,-1,199.123,970.105,10,10,0.98
156,-1,198.731,967.592,10,10,0.98
151,-1,102.623,913.536,10,10,0.98
152,-1,104.853,911.587,10,10,0.98
153,-1,108.26,910.455,10,10,0.98
0,-1,815.0,1297.91,10,10,0.98
13,-1,838.714,1251.64,10,10,0.98
14,-1,834.272,1251.97,10,10,0.98
15,-1,830.1,1252.54,10,10,0.98
16,-1,826.657,1253.14,10,10,0.98
17,-1,823.183,1254.0,10,10,0.98
18,-1,819.406,1255.39,10,10,0.98
19,-1,815.6,1256.92,10,10,0.98
20,-1,811.167,1258.39,10,10,0.98
21,-1,806.215,1259.38,10,10,0.98
22,-1,801.533,1260.73,10,10,0.98
23,-1,796.952,1261.84,10,10,0.98
32,-1,772.312,1315.74,10,10,0.98
33,-1,769.071,1321.24,10,10,0.98
44,-1,728.329,1401.09,10,10,0.98
16,-1,1481.67,913.422,10,10,0.98
17,-1,1467.4,925.073,10,10,0.98
18,-1,1451.28,937.245,10,10,0.98
19,-1,1436.94,950.27,10,10,0.98
20,-1,1427.15,961.119,10,10,0.98
22,-1,1438.17,1002.62,10,10,0.98
23,-1,1444.81,1018.16,10,10,0.98
24,-1,1454.42,1034.08,10,10,0.98
25,-1,1474.28,1042.06,10,10,0.98
26,-1,1484.2,1047.29,10,10,0.98
27,-1,1481.35,1052.94,10,10,0.98
156,-1,88.5556,885.044,10,10,0.98
3,-1,775.125,1312.38,10,10,0.98
4,-1,773.549,1310.12,10,10,0.98
5,-1,774.366,1306.23,10,10,0.98
6,-1,776.263,1301.99,10,10,0.98
7,-1,777.031,1298.17,10,10,0.98
26,-1,763.304,1258.07,10,10,0.98
27,-1,759.901,1257.49,10,10,0.98
28,-1,759.0,1257.42,10,10,0.98
29,-1,759.266,1259.28,10,10,0.98
30,-1,757.299,1261.96,10,10,0.98
37,-1,741.444,1314.72,10,10,0.98
38,-1,737.573,1319.74,10,10,0.98
39,-1,733.422,1325.22,10,10,0.98
11,-1,727.463,1312.0,10,10,0.98
12,-1,725.831,1310.12,10,10,0.98
13,-1,726.286,1306.76,10,10,0.98
14,-1,728.263,1302.76,10,10,0.98
15,-1,729.567,1298.95,10,10,0.98
33,-1,725.304,1258.28,10,10,0.98
34,-1,727.511,1257.4,10,10,0.98
35,-1,727.136,1260.98,10,10,0.98
43,-1,706.202,1315.96,10,10,0.98
44,-1,701.815,1321.17,10,10,0.98
116,-1,192.235,1070.65,10,10,0.98
117,-1,195.116,1068.64,10,10,0.98
118,-1,199.174,1067.06,10,10,0.98
137,-1,251.451,1044.34,10,10,0.98
138,-1,252.136,1049.58,10,10,0.98
139,-1,244.183,1054.83,10,10,0.98
107,-1,1489.97,1386.64,10,10,0.98
108,-1,1483.46,1392.09,10,10,0.98
109,-1,1476.82,1397.66,10,10,0.98
110,-1,1469.77,1402.72,10,10,0.98
111,-1,1463.22,1408.31,10,10,0.98
112,-1,1456.17,1413.26,10,10,0.98
113,-1,1449.02,1418.55,10,10,0.98
114,-1,1442.26,1423.95,10,10,0.98
115,-1,1434.88,1429.19,10,10,0.98
116,-1,1428.01,1434.25,10,10,0.98
117,-1,1420.99,1439.34,10,10,0.98
118,-1,1413.42,1444.1,10,10,0.98
119,-1,1406.06,1448.89,10,10,0.98
120,-1,1398.65,1453.87,10,10,0.98
121,-1,1391.36,1458.64,10,10,0.98
122,-1,1383.7,1463.3,10,10,0.98
123,-1,1376.67,1468.22,10,10,0.98
124,-1,1368.89,1472.86,10,10,0.98
126,-1,1353.77,1482.05,10,10,0.98
127,-1,1345.84,1486.23,10,10,0.98
86,-1,310.606,1180.97,10,10,0.98
87,-1,311.945,1178.36,10,10,0.98
88,-1,316.118,1175.96,10,10,0.98
89,-1,319.897,1173.87,10,10,0.98
102,-1,375.924,1154.21,10,10,0.98
103,-1,377.685,1152.99,10,10,0.98
104,-1,375.986,1151.36,10,10,0.98
105,-1,373.944,1150.35,10,10,0.98
106,-1,371.058,1149.38,10,10,0.98
107,-1,367.7,1149.26,10,10,0.98
108,-1,363.062,1149.45,10,10,0.98
109,-1,358.633,1148.15,10,10,0.98
137,-1,82.2698,1290.41,10,10,0.98
116,-1,1493.85,1453.5,10,10,0.98
117,-1,1489.65,1459.89,10,10,0.98
118,-1,1481.98,1465.23,10,10,0.98
119,-1,1474.72,1470.82,10,10,0.98
120,-1,1467.09,1476.05,10,10,0.98
121,-1,1459.32,1481.54,10,10,0.98
122,-1,1451.67,1486.72,10,10,0.98
123,-1,1444.37,1492.08,10,10,0.98
124,-1,1435.44,1496.47,10,10,0.98
92,-1,1492.49,1288.56,10,10,0.98
93,-1,1488.2,1294.17,10,10,0.98
94,-1,1483.02,1299.53,10,10,0.98
95,-1,1476.96,1305.19,10,10,0.98
96,-1,1471.07,1310.46,10,10,0.98
97,-1,1465.48,1315.64,10,10,0.98
98,-1,1459.7,1320.95,10,10,0.98
99,-1,1453.39,1326.22,10,10,0.98
100,-1,1447.39,1331.51,10,10,0.98
101,-1,1441.41,1336.66,10,10,0.98
102,-1,1435.56,1341.71,10,10,0.98
103,-1,1429.46,1346.81,10,10,0.98
104,-1,1423.3,1352.03,10,10,0.98
105,-1,1416.72,1356.85,10,10,0.98
106,-1,1410.55,1361.81,10,10,0.98
107,-1,1403.94,1366.65,10,10,0.98
108,-1,1397.41,1371.55,10,10,0.98
109,-1,1391.01,1376.46,10,10,0.98
110,-1,1384.47,1381.05,10,10,0.98
111,-1,1377.99,1385.88,10,10,0.98
112,-1,1371.33,1390.4,10,10,0.98
113,-1,1364.44,1395.11,10,10,0.98
114,-1,1357.88,1399.78,10,10,0.98
115,-1,1351.16,1404.13,10,10,0.98
116,-1,1344.19,1408.75,10,10,0.98
117,-1,1337.23,1413.02,10,10,0.98
118,-1,1330.12,1417.4,10,10,0.98
119,-1,1323.33,1421.76,10,10,0.98
120,-1,1316.23,1426.09,10,10,0.98
121,-1,1309.25,1430.32,10,10,0.98
122,-1,1301.91,1434.46,10,10,0.98
123,-1,1294.36,1438.3,10,10,0.98
124,-1,1287.32,1442.6,10,10,0.98
125,-1,1279.8,1446.48,10,10,0.98
126,-1,1272.64,1450.34,10,10,0.98
127,-1,1265.15,1454.43,10,10,0.98
128,-1,1257.73,1458.09,10,10,0.98
129,-1,1250.44,1462.07,10,10,0.98
130,-1,1242.86,1465.65,10,10,0.98
131,-1,1235.26,1469.42,10,10,0.98
132,-1,1227.21,1472.79,10,10,0.98
133,-1,1219.64,1476.43,10,10,0.98
134,-1,1211.48,1479.67,10,10,0.98
135,-1,1202.65,1482.68,10,10,0.98
136,-1,1192.52,1484.74,10,10,0.98
137,-1,1182.12,1486.82,10,10,0.98
138,-1,1171.46,1488.59,10,10,0.98
139,-1,1160.05,1490.02,10,10,0.98
140,-1,1148.22,1491.23,10,10,0.98
141,-1,1136.26,1491.87,10,10,0.98
142,-1,1122.54,1491.6,10,10,0.98
143,-1,1109.19,1491.37,10,10,0.98
144,-1,1095.52,1490.91,10,10,0.98
145,-1,1082.98,1490.75,10,10,0.98
146,-1,1070.34,1490.42,10,10,0.98
147,-1,1058.06,1490.32,10,10,0.98
148,-1,1047.04,1490.92,10,10,0.98
149,-1,1037.39,1491.93,10,10,0.98
150,-1,1027.94,1493.08,10,10,0.98
151,-1,1018.11,1493.76,10,10,0.98
152,-1,1009.22,1495.1,10,10,0.98
153,-1,1000.14,1496.04,10,10,0.98
78,-1,345.0,1204.8,10,10,0.98
79,-1,344.34,1202.0,10,10,0.98
80,-1,346.213,1199.41,10,10,0.98
81,-1,349.482,1196.87,10,10,0.98
82,-1,352.663,1194.43,10,10,0.98
96,-1,400.679,1169.14,10,10,0.98
97,-1,401.153,1167.65,10,10,0.98
98,-1,403.086,1167.99,10,10,0.98
99,-1,401.267,1171.81,10,10,0.98
117,-1,205.287,1378.91,10,10,0.98
121,-1,140.873,1435.41,10,10,0.98
122,-1,124.259,1448.79,10,10,0.98
123,-1,107.098,1462.06,10,10,0.98
124,-1,89.321,1475.84,10,10,0.98
125,-1,71.5955,1488.27,10,10,0.98
19,-1,1488.52,923.71,10,10,0.98
20,-1,1470.96,936.533,10,10,0.98
21,-1,1457.83,947.106,10,10,0.98
22,-1,1448.27,955.678,10,10,0.98
23,-1,1441.98,962.582,10,10,0.98
24,-1,1438.39,968.261,10,10,0.98
25,-1,1435.23,973.663,10,10,0.98
26,-1,1433.06,978.74,10,10,0.98
27,-1,1430.62,983.556,10,10,0.98
28,-1,1428.3,988.538,10,10,0.98
29,-1,1425.96,993.5,10,10,0.98
30,-1,1423.48,998.378,10,10,0.98
31,-1,1420.87,1003.46,10,10,0.98
32,-1,1418.55,1008.2,10,10,0.98
33,-1,1415.52,1013.27,10,10,0.98
34,-1,1413.16,1018.02,10,10,0.98
35,-1,1410.47,1022.85,10,10,0.98
36,-1,1407.53,1027.64,10,10,0.98
37,-1,1404.89,1032.37,10,10,0.98
38,-1,1401.74,1037.33,10,10,0.98
39,-1,1399.23,1041.85,10,10,0.98
40,-1,1396.05,1046.76,10,10,0.98
41,-1,1392.83,1051.54,10,10,0.98
42,-1,1389.78,1056.09,10,10,0.98
43,-1,1386.42,1060.8,10,10,0.98
44,-1,1383.42,1065.51,10,10,0.98
45,-1,1380.27,1070.1,10,10,0.98
46,-1,1377.22,1074.72,10,10,0.98
47,-1,1373.51,1079.21,10,10,0.98
48,-1,1370.14,1083.99,10,10,0.98
49,-1,1366.82,1088.36,10,10,0.98
50,-1,1363.29,1092.99,10,10,0.98
51,-1,1359.73,1097.42,10,10,0.98
52,-1,1355.89,1101.91,10,10,0.98
53,-1,1352.84,1106.14,10,10,0.98
54,-1,1348.84,1110.75,10,10,0.98
55,-1,1345.07,1115.2,10,10,0.98
56,-1,1341.34,1119.48,10,10,0.98
57,-1,1337.27,1123.78,10,10,0.98
58,-1,1333.63,1128.09,10,10,0.98
59,-1,1329.73,1132.5,10,10,0.98
60,-1,1325.75,1136.63,10,10,0.98
61,-1,1321.67,1140.85,10,10,0.98
62,-1,1317.49,1145.01,10,10,0.98
63,-1,1313.32,1149.25,10,10,0.98
64,-1,1309.07,1153.32,10,10,0.98
65,-1,1305.16,1157.34,10,10,0.98
66,-1,1300.96,1161.46,10,10,0.98
67,-1,1296.75,1165.45,10,10,0.98
68,-1,1292.5,1169.46,10,10,0.98
69,-1,1288.05,1173.45,10,10,0.98
70,-1,1283.4,1177.46,10,10,0.98
71,-1,1279.18,1181.35,10,10,0.98
72,-1,1274.23,1185.18,10,10,0.98
73,-1,1269.77,1189.02,10,10,0.98
74,-1,1265.08,1192.92,10,10,0.98
75,-1,1260.2,1196.88,10,10,0.98
76,-1,1255.41,1200.45,10,10,0.98
77,-1,1251.25,1204.06,10,10,0.98
78,-1,1246.29,1207.99,10,10,0.98
79,-1,1241.17,1211.72,10,10,0.98
80,-1,1236.7,1215.05,10,10,0.98
81,-1,1231.32,1218.84,10,10,0.98
82,-1,1226.75,1221.97,10,10,0.98
83,-1,1221.79,1225.84,10,10,0.98
84,-1,1216.77,1229.09,10,10,0.98
85,-1,1211.71,1232.56,10,10,0.98
86,-1,1206.35,1236.04,10,10,0.98
87,-1,1201.44,1239.45,10,10,0.98
88,-1,1196.2,1242.76,10,10,0.98
89,-1,1191.03,1245.99,10,10,0.98
90,-1,1185.82,1249.28,10,10,0.98
91,-1,1180.71,1252.57,10,10,0.98
92,-1,1175.08,1255.62,10,10,0.98
93,-1,1170.04,1258.84,10,10,0.98
94,-1,1164.51,1261.85,10,10,0.98
95,-1,1159.21,1264.83,10,10,0.98
96,-1,1153.64,1268.02,10,10,0.98
97,-1,1148.24,1270.83,10,10,0.98
98,-1,1142.39,1273.91,10,10,0.98
99,-1,1136.93,1276.72,10,10,0.98
100,-1,1131.11,1279.47,10,10,0.98
101,-1,1125.89,1282.33,10,10,0.98
102,-1,1120.21,1285.2,10,10,0.98
103,-1,1114.24,1287.95,10,10,0.98
104,-1,1108.67,1290.55,10,10,0.98
105,-1,1103.28,1293.25,10,10,0.98
106,-1,1097.16,1295.68,10,10,0.98
107,-1,1091.28,1298.43,10,10,0.98
108,-1,1085.58,1300.73,10,10,0.98
109,-1,1079.96,1303.41,10,10,0.98
110,-1,1073.99,1305.73,10,10,0.98
111,-1,1067.76,1308.1,10,10,0.98
112,-1,1062.22,1310.49,10,10,0.98
113,-1,1056.04,1312.76,10,10,0.98
114,-1,1049.83,1314.99,10,10,0.98
115,-1,1042.42,1316.7,10,10,0.98
116,-1,1033.48,1318.05,10,10,0.98
117,-1,1023.61,1318.97,10,10,0.98
118,-1,1012.1,1319.3,10,10,0.98
119,-1,999.231,1319.03,10,10,0.98
120,-1,985.693,1318.33,10,10,0.98
121,-1,971.315,1317.21,10,10,0.98
122,-1,955.43,1315.3,10,10,0.98
123,-1,939.905,1312.88,10,10,0.98
124,-1,921.795,1310.01,10,10,0.98
125,-1,904.614,1307.42,10,10,0.98
126,-1,886.046,1303.74,10,10,0.98
127,-1,866.553,1299.32,10,10,0.98
128,-1,846.022,1294.38,10,10,0.98
129,-1,824.455,1288.6,10,10,0.98
130,-1,802.635,1282.32,10,10,0.98
131,-1,779.302,1275.24,10,10,0.98
132,-1,754.506,1267.13,10,10,0.98
133,-1,729.25,1258.14,10,10,0.98
134,-1,703.279,1248.41,10,10,0.98
135,-1,676.045,1237.88,10,10,0.98
136,-1,647.729,1226.28,10,10,0.98
137,-1,619.106,1213.94,10,10,0.98
138,-1,589.765,1200.83,10,10,0.98
139,-1,559.373,1186.12,10,10,0.98
140,-1,528.119,1170.45,10,10,0.98
141,-1,496.627,1153.98,10,10,0.98
142,-1,463.759,1136.16,10,10,0.98
143,-1,430.282,1117.27,10,10,0.98
144,-1,396.85,1097.7,10,10,0.98
145,-1,362.432,1077.0,10,10,0.98
146,-1,327.585,1055.51,10,10,0.98
147,-1,292.241,1033.2,10,10,0.98
148,-1,256.321,1009.95,10,10,0.98
149,-1,219.964,984.56,10,10,0.98
152,-1,110.084,901.361,10,10,0.98
33,-1,593.988,1298.74,10,10,0.98
34,-1,593.825,1296.01,10,10,0.98
35,-1,596.01,1292.4,10,10,0.98
36,-1,598.792,1288.86,10,10,0.98
56,-1,597.848,1243.96,10,10,0.98
57,-1,598.842,1242.08,10,10,0.98
58,-1,601.329,1243.91,10,10,0.98
76,-1,508.689,1491.61,10,10,0.98
40,-1,552.905,1290.05,10,10,0.98
41,-1,552.235,1287.35,10,10,0.98
42,-1,554.037,1284.06,10,10,0.98
43,-1,556.175,1280.71,10,10,0.98
44,-1,558.609,1277.77,10,10,0.98
62,-1,572.864,1237.49,10,10,0.98
63,-1,576.118,1239.13,10,10,0.98
81,-1,469.42,1483.48,10,10,0.98
69,-1,389.288,1230.06,10,10,0.98
70,-1,387.663,1227.43,10,10,0.98
71,-1,390.191,1224.66,10,10,0.98
72,-1,393.253,1221.86,10,10,0.98
73,-1,396.805,1219.13,10,10,0.98
90,-1,429.959,1184.19,10,10,0.98
91,-1,434.302,1184.65,10,10,0.98
92,-1,433.065,1185.28,10,10,0.98
93,-1,429.805,1186.62,10,10,0.98
94,-1,424.869,1186.43,10,10,0.98
114,-1,225.167,1391.31,10,10,0.98
118,-1,163.321,1447.46,10,10,0.98
119,-1,147.306,1460.56,10,10,0.98
120,-1,130.621,1474.03,10,10,0.98
121,-1,114.07,1486.88,10,10,0.98
81,-1,1465.88,1224.41,10,10,0.98
86,-1,1440.33,1250.55,10,10,0.98
87,-1,1435.33,1255.67,10,10,0.98
89,-1,1424.48,1265.73,10,10,0.98
90,-1,1420.02,1270.88,10,10,0.98
92,-1,1409.12,1280.53,10,10,0.98
95,-1,1391.13,1295.1,10,10,0.98
97,-1,1380.83,1304.45,10,10,0.98
98,-1,1374.2,1309.12,10,10,0.98
100,-1,1362.26,1318.26,10,10,0.98
102,-1,1350.22,1327.25,10,10,0.98
103,-1,1344.25,1331.75,10,10,0.98
104,-1,1338.24,1336.31,10,10,0.98
105,-1,1332.08,1340.38,10,10,0.98
106,-1,1326.06,1344.63,10,10,0.98
107,-1,1319.91,1349.09,10,10,0.98
108,-1,1313.27,1353.47,10,10,0.98
109,-1,1307.38,1357.56,10,10,0.98
110,-1,1300.67,1361.57,10,10,0.98
111,-1,1294.27,1365.58,10,10,0.98
112,-1,1287.64,1369.74,10,10,0.98
113,-1,1281.08,1373.62,10,10,0.98
114,-1,1274.58,1377.69,10,10,0.98
115,-1,1268.06,1381.62,10,10,0.98
116,-1,1260.89,1385.32,10,10,0.98
117,-1,1254.0,1389.28,10,10,0.98
118,-1,1247.84,1392.9,10,10,0.98
119,-1,1240.76,1396.59,10,10,0.98
120,-1,1233.94,1400.15,10,10,0.98
121,-1,1226.98,1403.84,10,10,0.98
122,-1,1219.91,1407.24,10,10,0.98
123,-1,1213.19,1410.8,10,10,0.98
124,-1,1206.14,1414.25,10,10,0.98
125,-1,1199.26,1417.63,10,10,0.98
126,-1,1191.97,1420.91,10,10,0.98
127,-1,1184.47,1424.15,10,10,0.98
128,-1,1177.45,1427.29,10,10,0.98
129,-1,1168.84,1429.94,10,10,0.98
130,-1,1160.48,1432.42,10,10,0.98
131,-1,1151.14,1434.62,10,10,0.98
133,-1,1129.86,1437.52,10,10,0.98
134,-1,1117.46,1437.89,10,10,0.98
135,-1,1105.32,1438.54,10,10,0.98
136,-1,1093.04,1438.94,10,10,0.98
137,-1,1079.81,1438.79,10,10,0.98
138,-1,1066.04,1437.88,10,10,0.98
139,-1,1052.75,1437.29,10,10,0.98
140,-1,1040.16,1436.93,10,10,0.98
141,-1,1028.75,1436.66,10,10,0.98
142,-1,1018.43,1437.38,10,10,0.98
143,-1,1009.25,1438.37,10,10,0.98
144,-1,1001.16,1440.01,10,10,0.98
145,-1,992.803,1441.11,10,10,0.98
146,-1,983.971,1441.96,10,10,0.98
147,-1,975.015,1442.78,10,10,0.98
148,-1,967.149,1444.21,10,10,0.98
149,-1,959.0,1445.25,10,10,0.98
150,-1,950.559,1446.16,10,10,0.98
151,-1,941.682,1446.89,10,10,0.98
152,-1,933.75,1447.64,10,10,0.98
153,-1,924.333,1447.88,10,10,0.98
154,-1,914.803,1447.67,10,10,0.98
155,-1,903.304,1446.16,10,10,0.98
156,-1,891.364,1444.27,10,10,0.98
69,-1,1490.86,1160.75,10,10,0.98
70,-1,1486.17,1166.04,10,10,0.98
71,-1,1481.77,1171.68,10,10,0.98
72,-1,1477.72,1176.83,10,10,0.98
73,-1,1472.38,1182.37,10,10,0.98
74,-1,1468.86,1187.67,10,10,0.98
75,-1,1464.41,1192.72,10,10,0.98
76,-1,1459.32,1198.36,10,10,0.98
77,-1,1454.62,1203.43,10,10,0.98
78,-1,1450.41,1208.52,10,10,0.98
79,-1,1445.81,1213.54,10,10,0.98
80,-1,1440.59,1218.79,10,10,0.98
81,-1,1435.47,1223.92,10,10,0.98
82,-1,1430.45,1228.96,10,10,0.98
83,-1,1425.57,1234.05,10,10,0.98
84,-1,1420.78,1239.04,10,10,0.98
85,-1,1415.45,1243.95,10,10,0.98
86,-1,1410.51,1248.7,10,10,0.98
87,-1,1405.54,1253.63,10,10,0.98
88,-1,1400.15,1258.49,10,10,0.98
